GO.Term.Accession,HGNC.symbol
,NSD1
GO:0070613,LDLRAD3
GO:0006898,LDLRAD3
GO:0001540,LDLRAD3
GO:0005886,LDLRAD3
GO:0016021,LDLRAD3
GO:0016020,LDLRAD3
GO:0005001,PTPRN2
GO:0030658,PTPRN2
GO:0005788,PTPRN2
GO:0034260,PTPRN2
GO:0016311,PTPRN2
GO:0043195,PTPRN2
GO:0006470,PTPRN2
GO:0030141,PTPRN2
GO:0016791,PTPRN2
GO:0004725,PTPRN2
GO:0005887,PTPRN2
GO:0000346,POLDIP3
GO:0035145,POLDIP3
GO:0016607,POLDIP3
GO:0016973,POLDIP3
GO:0045727,POLDIP3
GO:0003676,POLDIP3
GO:0005737,POLDIP3
GO:0005515,POLDIP3
GO:0003723,POLDIP3
GO:0000166,POLDIP3
GO:0004713,RPS6KB1
GO:0007165,RPS6KB1
GO:0004674,RPS6KB1
GO:0006184,TUBA3E
GO:0071353,TUBA3E
GO:0000226,TUBA3E
GO:0051258,TUBA3E
GO:0007017,TUBA3E
GO:0005200,TUBA3E
GO:0043234,TUBA3E
GO:0015630,TUBA3E
GO:0005881,TUBA3E
GO:0005874,TUBA3E
GO:0003924,TUBA3E
GO:0019904,TUBA3E
GO:0005525,TUBA3E
GO:0005737,TUBA3E
GO:0009650,SCARA3
GO:0005581,SCARA3
GO:0006979,SCARA3
GO:0005044,SCARA3
GO:0000139,SCARA3
GO:0005789,SCARA3
GO:0016021,SCARA3
,RPS6KB1
GO:0005840,RPS6KB1
GO:0005515,PTPRN2
GO:0005737,PTPRN2
GO:0006355,ZNF644
GO:0003677,ZNF644
GO:0046872,ZNF644
GO:0006351,ZNF644
GO:0005634,ZNF644
GO:0051084,PFDN1
GO:0042113,PFDN1
GO:0021537,PFDN1
GO:0021549,PFDN1
GO:0044267,PFDN1
GO:0007049,PFDN1
GO:0030036,PFDN1
GO:0006355,PFDN1
GO:0051082,PFDN1
GO:0016272,PFDN1
GO:0006457,PFDN1
GO:0003700,PFDN1
GO:0034329,ARHGEF6
GO:0048011,ARHGEF6
GO:0043547,ARHGEF6
GO:0097190,ARHGEF6
GO:0030032,ARHGEF6
GO:0007254,ARHGEF6
GO:0030027,ARHGEF6
GO:0043065,ARHGEF6
GO:0035023,ARHGEF6
GO:0005096,ARHGEF6
GO:0005089,ARHGEF6
GO:0005622,ARHGEF6
GO:0051056,ARHGEF6
GO:0007264,ARHGEF6
GO:0005829,ARHGEF6
GO:0006915,ARHGEF6
GO:0005737,ARHGEF6
GO:0005515,ARHGEF6
GO:0006987,MBTPS1
GO:0042990,MBTPS1
GO:0005788,MBTPS1
GO:0005795,MBTPS1
GO:0030968,MBTPS1
GO:0044267,MBTPS1
GO:0008203,MBTPS1
GO:0006629,MBTPS1
GO:0005794,MBTPS1
GO:0004252,MBTPS1
GO:0044281,MBTPS1
GO:0000139,MBTPS1
GO:0005789,MBTPS1
GO:0006508,MBTPS1
GO:0016021,MBTPS1
GO:0004175,MBTPS1
GO:0045948,RPS6KB1
GO:0000082,RPS6KB1
GO:0045931,RPS6KB1
GO:0031929,RPS6KB1
GO:0045727,RPS6KB1
GO:0043005,RPS6KB1
GO:0071363,RPS6KB1
GO:0045202,RPS6KB1
GO:0008286,RPS6KB1
GO:0048015,RPS6KB1
GO:0005741,RPS6KB1
GO:0030054,RPS6KB1
GO:0043066,RPS6KB1
GO:0005829,RPS6KB1
GO:0006915,RPS6KB1
GO:0005739,RPS6KB1
GO:0005737,RPS6KB1
GO:0005515,RPS6KB1
GO:2001237,RPS6KB1
GO:0014070,RPS6KB1
GO:0043200,RPS6KB1
GO:0043434,RPS6KB1
GO:0010033,RPS6KB1
GO:0018024,SETD2
GO:0005634,SETD2
GO:0072092,KIF26B
GO:0022409,KIF26B
GO:0007018,KIF26B
GO:0005871,KIF26B
GO:0003777,KIF26B
GO:0008017,KIF26B
GO:0030010,KIF26B
GO:0005874,KIF26B
GO:0005737,KIF26B
GO:0005524,KIF26B
,PFDN1
GO:0003899,CDRT4
GO:0003677,CDRT4
GO:0006351,CDRT4
,SETD2
GO:0006275,MCIDAS
GO:0008135,EIF2S2
GO:0006413,EIF2S2
GO:0002176,EIF2S2
GO:0005850,EIF2S2
GO:0044267,EIF2S2
GO:0003743,EIF2S2
GO:0001701,EIF2S2
GO:0008584,EIF2S2
GO:0010467,EIF2S2
GO:0006412,EIF2S2
GO:0005829,EIF2S2
GO:0046872,EIF2S2
GO:0005515,EIF2S2
GO:0003723,EIF2S2
,CDRT4
,COMMD9
GO:0042802,MCIDAS
GO:0007346,MCIDAS
GO:0007049,MCIDAS
GO:0045944,MCIDAS
GO:0006351,MCIDAS
GO:0005515,MCIDAS
GO:0042384,MCIDAS
GO:0005634,MCIDAS
GO:0047196,AWAT2
GO:0050252,AWAT2
GO:0010025,AWAT2
GO:0016747,AWAT2
GO:0005789,AWAT2
GO:0016021,AWAT2
GO:0048011,SOS1
GO:0097190,SOS1
GO:0007173,SOS1
GO:0005088,SOS1
GO:0007265,SOS1
GO:0050900,SOS1
GO:0032321,SOS1
GO:0008543,SOS1
GO:0030168,SOS1
GO:0007596,SOS1
GO:0043065,SOS1
GO:0008286,SOS1
GO:0007165,SOS1
GO:0035023,SOS1
GO:0005085,SOS1
GO:0046982,SOS1
GO:0005089,SOS1
GO:0005622,SOS1
GO:0003677,SOS1
GO:0051056,SOS1
GO:0007264,SOS1
GO:0005829,SOS1
GO:0005100,SOS1
GO:0007411,SOS1
GO:0045087,SOS1
GO:0038095,SOS1
GO:0005515,SOS1
GO:0005886,SOS1
GO:0017124,SOS1
GO:0043025,SOS1
GO:0045742,SOS1
GO:0051057,SOS1
GO:0014069,SOS1
,MBTPS1
GO:0005739,C6orf57
GO:0005576,C6orf57
GO:0016021,TVP23C-CDRT4
GO:0051153,HDAC9
GO:0034983,HDAC9
GO:0090050,HDAC9
GO:0070932,HDAC9
GO:0070933,HDAC9
GO:0042113,HDAC9
GO:0000118,HDAC9
GO:0033558,HDAC9
GO:0048742,HDAC9
GO:0035097,HDAC9
GO:0016575,HDAC9
GO:0005080,HDAC9
GO:0030183,HDAC9
GO:0097372,HDAC9
GO:0046970,HDAC9
GO:0046969,HDAC9
GO:0032041,HDAC9
GO:0070491,HDAC9
GO:0032869,HDAC9
GO:0007219,HDAC9
GO:0042826,HDAC9
GO:0008134,HDAC9
GO:0004407,HDAC9
GO:0005654,HDAC9
GO:0045892,HDAC9
GO:0007507,HDAC9
GO:0006954,HDAC9
GO:0046872,HDAC9
GO:0005737,HDAC9
GO:0006351,HDAC9
GO:0005667,HDAC9
GO:0005515,HDAC9
GO:0003714,HDAC9
GO:0000122,HDAC9
GO:0005634,HDAC9
GO:0046975,NSD1
GO:0034770,NSD1
GO:0042054,NSD1
GO:0010452,NSD1
GO:0050681,NSD1
GO:0016571,NSD1
GO:0016922,NSD1
GO:0042799,NSD1
GO:0003712,NSD1
GO:0046966,NSD1
GO:0046965,NSD1
GO:0001702,NSD1
GO:0003682,NSD1
GO:0030331,NSD1
GO:0042974,NSD1
GO:0018024,NSD1
GO:0005694,NSD1
GO:0045893,NSD1
GO:0008270,NSD1
GO:0006351,NSD1
GO:0005515,NSD1
GO:0003714,NSD1
GO:0000122,NSD1
GO:0005634,NSD1
GO:0007283,SPATA31E1
GO:0030154,SPATA31E1
GO:0016021,SPATA31E1
GO:0000303,UCP2
GO:0015992,UCP2
GO:0006839,UCP2
GO:0044237,UCP2
GO:0022904,UCP2
GO:0070542,UCP2
GO:0032869,UCP2
GO:0009749,UCP2
GO:0006810,UCP2
GO:0001666,UCP2
GO:0005743,UCP2
GO:0044281,UCP2
GO:0005739,UCP2
GO:0016021,UCP2
GO:0007568,UCP2
GO:0043066,UCP2
GO:0032870,UCP2
GO:0071333,UCP2
GO:0034198,UCP2
GO:0097421,UCP2
GO:0061179,UCP2
GO:0010942,UCP2
GO:0007565,UCP2
GO:0031966,UCP2
GO:0047192,LPCAT2
GO:0047184,LPCAT2
GO:0006663,LPCAT2
GO:0036151,LPCAT2
GO:0003841,LPCAT2
GO:0046474,LPCAT2
GO:0061024,LPCAT2
GO:0005795,LPCAT2
GO:0006644,LPCAT2
GO:0005811,LPCAT2
GO:0016746,LPCAT2
GO:0008152,LPCAT2
GO:0044281,LPCAT2
GO:0005783,LPCAT2
GO:0000139,LPCAT2
GO:0005789,LPCAT2
GO:0005509,LPCAT2
GO:0016021,LPCAT2
GO:0007498,SECTM1
GO:0005125,SECTM1
GO:0007165,SECTM1
GO:0006955,SECTM1
GO:0005794,SECTM1
GO:0004871,SECTM1
GO:0043123,SECTM1
GO:0005615,SECTM1
GO:0005886,SECTM1
GO:0016021,SECTM1
,KLK1
GO:0005515,SETD2
,SECTM1
GO:0003824,KLK1
GO:0004252,KLK1
GO:0006508,KLK1
GO:0005634,KLK1
GO:0004726,PTPN9
GO:0016311,PTPN9
GO:0035335,PTPN9
GO:0006470,PTPN9
GO:0016791,PTPN9
GO:0004725,PTPN9
GO:0005737,PTPN9
GO:0005515,PTPN9
GO:0005768,CCDC115
GO:0005764,CCDC115
GO:0007049,CHMP3
GO:0031902,CHMP3
GO:0016197,CHMP3
GO:0016032,CHMP3
GO:0015031,CHMP3
GO:0051301,CHMP3
GO:0005829,CHMP3
GO:0006915,CHMP3
GO:0005515,CHMP3
GO:0051545,HBEGF
GO:0090303,HBEGF
GO:0051549,HBEGF
GO:0048011,HBEGF
GO:0035313,HBEGF
GO:0008016,HBEGF
GO:0007173,HBEGF
GO:0008543,HBEGF
GO:0030307,HBEGF
GO:0051897,HBEGF
GO:0030335,HBEGF
GO:0007517,HBEGF
GO:0048015,HBEGF
GO:0007165,HBEGF
GO:0008201,HBEGF
GO:0009986,HBEGF
GO:0048661,HBEGF
GO:0005615,HBEGF
GO:0008083,HBEGF
GO:0005154,HBEGF
GO:0045087,HBEGF
GO:0038095,HBEGF
GO:0005576,HBEGF
GO:0005887,HBEGF
GO:0005515,HBEGF
GO:0016477,HBEGF
,CCDC115
GO:0035162,KLF1
GO:0000987,KLF1
GO:0006338,KLF1
GO:0044212,KLF1
GO:0000790,KLF1
GO:0030218,KLF1
GO:0043249,KLF1
GO:0001889,KLF1
GO:0001701,KLF1
GO:0046872,KLF1
GO:0045893,KLF1
GO:0006351,KLF1
GO:0003700,KLF1
GO:0005634,KLF1
GO:0048821,KLF1
GO:1901653,KLF1
,PTPN9
GO:0030658,RPH3AL
GO:0045744,RPH3AL
GO:0017158,RPH3AL
GO:0050714,RPH3AL
GO:0030274,RPH3AL
GO:0006887,RPH3AL
GO:0030667,RPH3AL
GO:0006886,RPH3AL
GO:0042493,RPH3AL
GO:0042593,RPH3AL
GO:0008092,RPH3AL
GO:0017137,RPH3AL
GO:0046872,RPH3AL
GO:0005737,RPH3AL
GO:0005515,RPH3AL
GO:0030141,RPH3AL
GO:0016021,DCST1
GO:0022824,GLRA4
GO:0016594,GLRA4
GO:0034707,GLRA4
GO:0005254,GLRA4
GO:0005230,GLRA4
GO:0006810,GLRA4
GO:0045211,GLRA4
GO:0030054,GLRA4
GO:0006811,GLRA4
GO:0016020,GLRA4
GO:0005887,GLRA4
GO:0016021,GLRA4
GO:0007166,GPR157
GO:0004888,GPR157
GO:0004930,GPR157
GO:0007186,GPR157
GO:0016020,GPR157
GO:0005886,GPR157
GO:0016021,GPR157
GO:0008152,HSDL1
GO:0005739,HSDL1
GO:0016491,HSDL1
,GPR157
GO:0040030,ASIP
GO:0031782,ASIP
GO:0031781,ASIP
GO:0006091,ASIP
GO:0071514,ASIP
GO:0008343,ASIP
GO:0009755,ASIP
GO:0032438,ASIP
GO:0032402,ASIP
GO:0042438,ASIP
GO:0007267,ASIP
GO:0005102,ASIP
GO:0007165,ASIP
GO:0005615,ASIP
GO:0005576,ASIP
GO:0005515,ASIP
GO:0043473,ASIP
GO:0031779,ASIP
,GLRA4
GO:0005515,EIF3E
GO:0045008,CCNO
GO:0006285,CCNO
GO:0004844,CCNO
GO:0000079,CCNO
GO:0007049,CCNO
GO:0019901,CCNO
GO:0005654,CCNO
GO:0006281,CCNO
GO:0006284,CCNO
GO:0051301,CCNO
GO:0019511,LEPREL1
GO:0019797,LEPREL1
GO:0005788,LEPREL1
GO:0032963,LEPREL1
GO:0031418,LEPREL1
GO:0030198,LEPREL1
GO:0016705,LEPREL1
GO:0005604,LEPREL1
GO:0016706,LEPREL1
GO:0005506,LEPREL1
GO:0005794,LEPREL1
GO:0005783,LEPREL1
GO:0055114,LEPREL1
GO:0008285,LEPREL1
GO:0016491,LEPREL1
GO:0097198,SETD2
GO:0034728,SETD2
GO:0010793,SETD2
GO:0034968,SETD2
GO:0060977,SETD2
GO:0060669,SETD2
GO:0048864,SETD2
GO:0048332,SETD2
GO:0035441,SETD2
GO:0018023,SETD2
GO:0010452,SETD2
GO:0006368,SETD2
GO:0001763,SETD2
GO:0048701,SETD2
GO:0030900,SETD2
GO:0010468,SETD2
GO:0001843,SETD2
GO:0060039,SETD2
GO:0001525,SETD2
GO:0006355,SETD2
GO:0006298,SETD2
GO:0005694,SETD2
GO:0001570,SETD2
GO:0048568,SETD2
GO:0051726,CCNO
GO:0005634,CCNO
GO:0009790,CCNO
GO:0042493,CCNO
GO:0006848,SLC16A7
GO:0005477,SLC16A7
GO:0015711,SLC16A7
GO:0015355,SLC16A7
GO:0016020,SLC16A7
GO:0055085,SLC16A7
GO:0005887,SLC16A7
GO:0005886,SLC16A7
GO:0015293,SLC16A7
GO:0016021,SLC16A7
GO:0016021,TMEM31
GO:0015031,RNF103-CHMP3
GO:0000184,EIF3E
GO:0006413,EIF3E
GO:0045947,EIF3E
GO:0047485,EIF3E
GO:0044267,EIF3E
GO:0033290,EIF3E
GO:0016282,EIF3E
GO:0006446,EIF3E
GO:0005852,EIF3E
GO:0001731,EIF3E
GO:0003743,EIF3E
GO:0000785,EIF3E
GO:0005654,EIF3E
GO:0010467,EIF3E
GO:0016605,EIF3E
GO:0006412,EIF3E
GO:0005829,EIF3E
GO:0005737,EIF3E
GO:0005634,EIF3E
GO:0046872,OVOL3
GO:0003676,OVOL3
GO:0006351,OVOL3
GO:0003700,OVOL3
GO:0005634,OVOL3
,SLC16A7
GO:0008474,PPT2-EGFL8
GO:0006464,PPT2-EGFL8
GO:0006488,GMPPA
GO:0018279,GMPPA
GO:0043687,GMPPA
GO:0044267,GMPPA
GO:0009298,GMPPA
GO:0009058,GMPPA
GO:0016779,GMPPA
GO:0005525,GMPPA
GO:0097305,H6PD
GO:0047936,H6PD
GO:0017057,H6PD
GO:0005788,H6PD
GO:0004345,H6PD
GO:0006098,H6PD
GO:0006006,H6PD
GO:0005975,H6PD
GO:0050661,H6PD
GO:0030246,H6PD
GO:0055114,H6PD
GO:0005739,H6PD
GO:0043231,H6PD
GO:0006739,H6PD
GO:0005737,H6PD
,PPT2-EGFL8
GO:0016021,TVP23C
GO:0016607,RREB1
GO:0007265,RREB1
GO:0016604,RREB1
GO:0006355,RREB1
GO:0045892,RREB1
GO:0006366,RREB1
GO:0003677,RREB1
GO:0046872,RREB1
GO:0045893,RREB1
GO:0007275,RREB1
GO:0003676,RREB1
GO:0005737,RREB1
GO:0003700,RREB1
GO:0005634,RREB1
GO:0008270,DCST1
GO:0005515,DCST1
GO:0008601,PPP2R2C
GO:0000159,PPP2R2C
GO:0007165,PPP2R2C
GO:0005515,PPP2R2C
,RREB1
GO:0018024,SMYD3
GO:0046872,SMYD3
GO:0005737,SMYD3
GO:0005515,SMYD3
GO:0005634,SMYD3
GO:0004455,AHCY
GO:0032259,AHCY
GO:0008652,AHCY
GO:0000096,AHCY
GO:0006805,AHCY
GO:0004013,AHCY
GO:0016616,AHCY
GO:0048037,AHCY
GO:0006730,AHCY
GO:0042470,AHCY
GO:0034641,AHCY
GO:0044281,AHCY
GO:0055114,AHCY
GO:0005829,AHCY
GO:0005737,AHCY
GO:0035556,SPSB1
GO:0016567,SPSB1
GO:0005737,SPSB1
GO:0005515,SPSB1
,EIF3E
,TCTN2
GO:0050434,POLR2I
GO:0006283,POLR2I
GO:0006370,POLR2I
GO:0006368,POLR2I
GO:0003899,POLR2I
GO:0006367,POLR2I
GO:0000398,POLR2I
GO:0005665,POLR2I
GO:0008380,POLR2I
GO:0005654,POLR2I
GO:0010467,POLR2I
GO:0016032,POLR2I
GO:0006281,POLR2I
GO:0006289,POLR2I
GO:0006366,POLR2I
GO:0003677,POLR2I
GO:0003676,POLR2I
GO:0008270,POLR2I
GO:0006351,POLR2I
GO:0005634,POLR2I
,MTERF
GO:0010762,PRR5L
GO:0031932,PRR5L
GO:0031929,PRR5L
GO:0031625,PRR5L
GO:0001933,PRR5L
GO:0005739,PRR5L
GO:0005793,MAN1A1
GO:0018279,MAN1A1
GO:0043687,MAN1A1
GO:0044267,MAN1A1
GO:0015923,MAN1A1
GO:0004571,MAN1A1
GO:0005783,MAN1A1
GO:0000139,MAN1A1
GO:0016020,MAN1A1
GO:0005509,MAN1A1
GO:0016021,MAN1A1
GO:0016772,CDK20
GO:0004693,CDK20
GO:0004713,CDK20
GO:0006468,CDK20
GO:0004672,CDK20
GO:0005929,CDK20
GO:0051301,CDK20
GO:0007275,CDK20
GO:0005737,CDK20
GO:0005524,CDK20
GO:0005515,CDK20
GO:0005634,CDK20
,POLR2I
,PPP2R2C
GO:0032392,MTERF
GO:0006393,MTERF
GO:0006353,MTERF
GO:0006390,MTERF
GO:0042645,MTERF
GO:0010467,MTERF
GO:0006355,MTERF
GO:0003690,MTERF
GO:0005759,MTERF
GO:0005739,MTERF
GO:0005515,MTERF
GO:0016567,LRR1
GO:0005515,LRR1
GO:0016491,AKR1E2
GO:0014068,PRR5L
GO:0001934,PRR5L
GO:0006810,SLC25A33
GO:0005743,SLC25A33
GO:0016021,SLC25A33
GO:0005739,SLC25A33
GO:0016568,HDAC9
GO:0048011,ARHGEF12
GO:0097190,ARHGEF12
GO:0001664,ARHGEF12
GO:0043065,ARHGEF12
GO:0038032,ARHGEF12
GO:0035556,ARHGEF12
GO:0035023,ARHGEF12
GO:0007186,ARHGEF12
GO:0005096,ARHGEF12
GO:0005089,ARHGEF12
GO:0051056,ARHGEF12
GO:0007264,ARHGEF12
GO:0005829,ARHGEF12
GO:0016020,ARHGEF12
GO:0007411,ARHGEF12
GO:0005737,ARHGEF12
GO:0005515,ARHGEF12
GO:0015016,
GO:0016853,LRR1
,HDAC9
GO:0045742,PDE6H
GO:0047555,PDE6H
GO:0045745,PDE6H
GO:0004857,PDE6H
GO:0030553,PDE6H
GO:0004114,PDE6H
GO:0043086,PDE6H
GO:0000187,PDE6H
GO:0050896,PDE6H
GO:0007601,PDE6H
GO:0007155,NELL2
GO:0005198,NELL2
GO:0005509,NELL2
GO:0005576,NELL2
GO:0005515,NELL2
GO:0034707,GABRR2
GO:0007268,GABRR2
GO:0007214,GABRR2
GO:0004890,GABRR2
GO:0005254,GABRR2
GO:0005230,GABRR2
GO:0006810,GABRR2
GO:0007165,GABRR2
GO:0045211,GABRR2
GO:0007601,GABRR2
GO:0019904,GABRR2
GO:0030054,GABRR2
GO:0006811,GABRR2
GO:0034220,GABRR2
GO:0016020,GABRR2
GO:0055085,GABRR2
GO:0005887,GABRR2
GO:0005886,GABRR2
GO:0016021,GABRR2
GO:0031069,KRT71
GO:0045095,KRT71
GO:0005882,KRT71
GO:0005198,KRT71
,LRR1
,EMC2
GO:2000369,SMAP1
GO:0030276,SMAP1
GO:0045648,SMAP1
GO:0032312,SMAP1
GO:0008060,SMAP1
GO:0005737,SMAP1
GO:0008270,SMAP1
GO:0005886,SMAP1
GO:0043209,PLP1
GO:0042759,PLP1
GO:0022010,PLP1
GO:0019911,PLP1
GO:0007229,PLP1
GO:0048469,PLP1
GO:0010628,PLP1
GO:0016021,PLP1
GO:0050571,AKR1E2
GO:0005737,AKR1E2
GO:0005840,RPL36AL
GO:0006412,RPL36AL
GO:0003735,RPL36AL
GO:0005622,RPL36AL
GO:0004361,GCDH
GO:0006568,GCDH
GO:0046949,GCDH
GO:0006554,GCDH
GO:0019395,GCDH
GO:0003995,GCDH
GO:0016627,GCDH
GO:0000062,GCDH
GO:0050660,GCDH
GO:0008152,GCDH
GO:0034641,GCDH
GO:0005743,GCDH
GO:0005759,GCDH
GO:0044281,GCDH
GO:0055114,GCDH
GO:0005739,GCDH
GO:0016491,GCDH
GO:0006637,GCDH
GO:0008455,MGAT2
GO:0018279,MGAT2
GO:0005795,MGAT2
GO:0043687,MGAT2
GO:0009312,MGAT2
GO:0044267,MGAT2
GO:0009311,MGAT2
GO:0006487,MGAT2
GO:0030246,MGAT2
GO:0000139,MGAT2
GO:0016020,MGAT2
GO:0016021,MGAT2
GO:0045095,KRT74
GO:0005882,KRT74
GO:0005198,KRT74
,SMAP1
,PRR5L
GO:0036038,TCTN2
GO:0007224,TCTN2
GO:0005932,TCTN2
GO:0060271,TCTN2
GO:0005737,TCTN2
GO:0042384,TCTN2
GO:0016021,TCTN2
GO:0072546,EMC2
GO:0005783,EMC2
GO:0005739,EMC2
GO:0005737,EMC2
GO:0005515,EMC2
GO:0005634,EMC2
GO:0000154,TFB2M
GO:0031167,TFB2M
GO:0006391,TFB2M
GO:0008649,TFB2M
GO:0000179,TFB2M
GO:0003712,TFB2M
GO:0006390,TFB2M
GO:0042645,TFB2M
GO:0010467,TFB2M
GO:0006355,TFB2M
GO:0005759,TFB2M
GO:0045893,TFB2M
GO:0005739,TFB2M
GO:0003723,TFB2M
GO:0005515,TCTN2
GO:0006184,RERG
GO:0019003,RERG
GO:0009725,RERG
GO:0030331,RERG
GO:0007165,RERG
GO:0015031,RERG
GO:0003924,RERG
GO:0030308,RERG
GO:0005622,RERG
GO:0005525,RERG
GO:0007264,RERG
GO:0005829,RERG
GO:0016020,RERG
GO:0008285,RERG
GO:0005737,RERG
GO:0005634,RERG
GO:0042089,CEBPE
GO:0030225,CEBPE
GO:0006909,CEBPE
GO:0071222,CEBPE
GO:0006952,CEBPE
GO:0042742,CEBPE
GO:0043565,CEBPE
GO:0006355,CEBPE
GO:0046982,CEBPE
GO:0042803,CEBPE
GO:0006351,CEBPE
GO:0003700,CEBPE
GO:0005634,CEBPE
GO:0010628,CEBPE
GO:0030099,CEBPE
GO:0003677,CEBPE
,GCDH
GO:0001739,SUZ12
GO:0042054,SUZ12
GO:0016574,SUZ12
GO:0035098,SUZ12
GO:0003682,SUZ12
GO:0045596,SUZ12
GO:0043565,SUZ12
GO:0008284,SUZ12
GO:0035064,SUZ12
GO:0046872,SUZ12
GO:0006351,SUZ12
GO:0005515,SUZ12
GO:0000122,SUZ12
GO:0016571,SUZ12
GO:0005634,SUZ12
GO:0044458,DNAAF1
GO:0005515,DNAAF1
GO:0017077,UCP3
GO:0000303,UCP3
GO:0007585,UCP3
GO:0015992,UCP3
GO:0031966,UCP3
GO:0006839,UCP3
GO:0044237,UCP3
GO:0022904,UCP3
GO:0051384,UCP3
GO:0014823,UCP3
GO:0007584,UCP3
GO:0006631,UCP3
GO:0032868,UCP3
GO:0032870,UCP3
GO:0009409,UCP3
GO:0007568,UCP3
GO:0001666,UCP3
GO:0006629,UCP3
GO:0005743,UCP3
GO:0044281,UCP3
GO:0005739,UCP3
GO:0005215,UCP3
GO:0016021,UCP3
GO:0048545,UCP3
,SUZ12
GO:0008366,PLP1
GO:0008219,PLP1
GO:0007268,PLP1
GO:0005198,PLP1
,AKR1E2
GO:0018279,UBE2J1
GO:0030433,UBE2J1
GO:0016881,UBE2J1
GO:0004842,UBE2J1
GO:0005789,UBE2J1
GO:0005524,UBE2J1
GO:0016021,UBE2J1
,NELL2
GO:0071973,DNAAF2
GO:0070286,DNAAF2
GO:0060285,DNAAF2
GO:0032526,DNAAF2
GO:0005737,DNAAF2
GO:0010033,DNAAF2
GO:0005515,DNAAF2
GO:0070286,DNAAF1
GO:0003356,DNAAF1
GO:0003341,DNAAF1
GO:0060972,DNAAF1
GO:0036159,DNAAF1
GO:0036158,DNAAF1
GO:0071910,DNAAF1
GO:0071907,DNAAF1
GO:0035469,DNAAF1
GO:0001947,DNAAF1
GO:0045502,DNAAF1
GO:0030324,DNAAF1
GO:0005930,DNAAF1
GO:0000922,DNAAF1
GO:0060287,DNAAF1
GO:0060271,DNAAF1
GO:0005737,DNAAF1
GO:0005886,DNAAF1
GO:0005634,DNAAF1
GO:0007276,SPIN1
GO:0005819,SPIN1
GO:0007049,SPIN1
GO:0035064,SPIN1
GO:0003677,SPIN1
GO:0007275,SPIN1
GO:0005634,SPIN1
GO:0030433,RNF103
GO:0007417,RNF103
GO:0005783,RNF103
GO:0004842,RNF103
GO:0046872,RNF103
GO:0005789,RNF103
GO:0016567,RNF103
GO:0008270,RNF103
GO:0005515,RNF103
GO:0016021,RNF103
GO:0086103,RAMP3
GO:0090004,RAMP3
GO:0071392,RAMP3
GO:0015026,RAMP3
GO:0043235,RAMP3
GO:0001921,RAMP3
GO:0031623,RAMP3
GO:0005764,RAMP3
GO:0008277,RAMP3
GO:0008565,RAMP3
GO:0006886,RAMP3
GO:0006816,RAMP3
GO:0004872,RAMP3
GO:0072659,RAMP3
GO:0015031,RAMP3
GO:0009986,RAMP3
GO:0045892,RAMP3
GO:0005622,RAMP3
GO:0005887,RAMP3
GO:0005515,RAMP3
GO:0005886,RAMP3
GO:0016021,RAMP3
GO:0007186,RAMP3
GO:0034660,SNUPN
GO:0000387,SNUPN
GO:0061015,SNUPN
GO:0006606,SNUPN
GO:0000339,SNUPN
GO:0008565,SNUPN
GO:0005643,SNUPN
GO:0016070,SNUPN
GO:0010467,SNUPN
GO:0005829,SNUPN
GO:0005737,SNUPN
GO:0005515,SNUPN
GO:0005634,SNUPN
,DNAAF1
GO:0030674,FSCN3
GO:0051015,FSCN3
GO:0015629,FSCN3
GO:0005856,FSCN3
GO:0005737,FSCN3
GO:0003824,KLK15
GO:0004252,KLK15
GO:0006508,KLK15
GO:0005509,CAPNS2
GO:0005737,CAPNS2
GO:0005886,CAPNS2
GO:0008236,KLK15
GO:0005576,KLK15
,SNUPN
GO:0002002,NDST2
GO:0030210,NDST2
GO:0015012,NDST2
GO:0030203,NDST2
GO:0006024,NDST2
GO:0015016,NDST2
GO:0009987,NDST2
GO:0005975,NDST2
GO:0008146,NDST2
GO:0016787,NDST2
GO:0005794,NDST2
GO:0019213,NDST2
GO:0044281,NDST2
GO:0000139,NDST2
GO:0016021,NDST2
GO:0005515,PLP1
GO:0042552,PLP1
GO:0010001,PLP1
GO:0071230,RRAGD
GO:0032008,RRAGD
GO:0005764,RRAGD
GO:0034613,RRAGD
GO:0046982,RRAGD
GO:0005525,RRAGD
GO:0005737,RRAGD
GO:0005515,RRAGD
GO:0005634,RRAGD
,NXNL2
GO:0071253,CNST
GO:0042998,CNST
GO:0030133,CNST
GO:0019902,CNST
GO:0010923,CNST
GO:0043234,CNST
GO:0005802,CNST
GO:0005794,CNST
GO:0005515,CNST
GO:0005886,CNST
GO:0016021,CNST
GO:0007601,NXNL2
GO:0007608,NXNL2
GO:0061044,SERPINE1
GO:0035491,SERPINE1
GO:2000098,SERPINE1
GO:0033629,SERPINE1
GO:1902042,SERPINE1
GO:2000352,SERPINE1
GO:0031093,SERPINE1
GO:0048260,SERPINE1
GO:0032757,SERPINE1
GO:0042730,SERPINE1
GO:0050829,SERPINE1
GO:0001300,SERPINE1
GO:0090026,SERPINE1
GO:0030195,SERPINE1
GO:0002576,SERPINE1
GO:0010469,SERPINE1
GO:0010757,SERPINE1
GO:0051918,SERPINE1
GO:0002020,SERPINE1
GO:0030194,SERPINE1
GO:0014912,SERPINE1
GO:0061045,SERPINE1
GO:0030336,SERPINE1
GO:0007179,SERPINE1
GO:0010951,SERPINE1
GO:0030168,SERPINE1
GO:0007596,SERPINE1
